"id","wachstum_in_10d","wachstums_bedingungen","anzahl_tentakel","opfer","farbe","gewicht_g","opfergroesse_cm","wachstum_in_30d"
"1",1,24.0892562823371,"Sonnenlicht",13,"Maus","helles giftgrün",311.620526560509,133.23655180752,55.1663322122532
"2",2,20.6852975131807,"Sonnenlicht",13,"Maus","helles giftgrün",308.005919493088,133.664800978702,44.9263022565603
"3",3,27.6592224721646,"Sonnenlicht",16,"Maus","helles giftgrün",291.279766471873,141.600692310919,53.5321663656891
"4",4,26.1128659678069,"Sonnenlicht",18,"Maus","helles giftgrün",264.588924239273,147.899588585345,52.4846086576463
"5",5,25.5006744485019,"Sonnenlicht",13,"Maus","helles giftgrün",312.786127052332,133.008008654222,69.3031630270234
"6",6,26.5329032988723,"Sonnenlicht",9,"Maus","helles giftgrün",335.28159302198,120.821947511758,58.8629566811884
"7",7,26.469904672347,"Sonnenlicht",9,"Maus","helles giftgrün",328.18334634091,120.833761080969,57.7154619611613
"8",8,27.5636998585081,"Sonnenlicht",16,"Maus","helles giftgrün",282.492047420363,141.620195346112,55.3266492944915
"9",9,25.3033907889493,"Sonnenlicht",13,"Maus","helles giftgrün",308.345932987178,133.041750175042,53.6332501627654
"10",10,26.5530195127387,"Sonnenlicht",17,"Maus","helles giftgrün",271.425777428758,144.818162758346,55.6202454329213
"11",11,24.9776830417141,"Sonnenlicht",11,"Maus","helles giftgrün",318.777098746427,127.096178562767,57.0237982918073
"12",12,29.4261923563095,"Sonnenlicht",12,"Maus","helles giftgrün",321.665214086968,129.215244420396,64.3708761044521
"13",13,27.1888691182281,"Sonnenlicht",13,"Maus","helles giftgrün",311.657751767036,132.695402985367,62.6741793828094
"14",14,25.6128527159204,"Sonnenlicht",11,"Maus","helles giftgrün",322.009406125587,126.988562388488,51.6452223619714
"15",15,25.5560884332423,"Sonnenlicht",16,"Maus","helles giftgrün",288.609739995966,141.998426150923,63.6991717811316
"16",16,31.1899172855209,"Sonnenlicht",19,"Ratte","helles giftgrün",263.437440494018,149.783800577877,60.8095548341079
"17",17,23.7512319491362,"Sonnenlicht",15,"Ratte","helles giftgrün",284.949478399894,139.286851066056,53.9838510234013
"18",18,27.296079264631,"Sonnenlicht",17,"Ratte","helles giftgrün",279.244585300363,144.674107071415,55.6171477837726
"19",19,27.1491010260045,"Sonnenlicht",17,"Ratte","helles giftgrün",288.229556295178,144.703258566559,52.6962869738069
"20",20,28.2630711438252,"Sonnenlicht",13,"Ratte","helles giftgrün",311.990026454251,132.474236011596,57.2069639522478
"21",21,27.5200181169301,"Sonnenlicht",19,"Kaninchen","helles giftgrün",264.082266958998,150.629068325884,59.6026765102986
"22",22,29.1614350795507,"Sonnenlicht",16,"Kaninchen","helles blaugrün",287.150320425887,141.275981647464,60.1193020391201
"23",23,28.3324894295033,"Sonnenlicht",12,"Kaninchen","helles blaugrün",318.468123485245,129.459348100649,67.9133282607374
"24",24,33.6014935790942,"Baumschatten",16,"Kaninchen","helles blaugrün",284.840423936331,140.118360871015,60.0157930108069
"25",25,37.3228618979718,"Baumschatten",18,"Kaninchen","helles blaugrün",267.144069507172,144.920330846661,73.0298108845291
"26",26,33.5325007536329,"Baumschatten",15,"Kaninchen","helles blaugrün",297.879521842986,137.13861060732,63.5486627249218
"27",27,36.7771365184509,"Baumschatten",19,"Kaninchen","helles blaugrün",254.161115076916,148.109015390149,67.0833677209456
"28",28,33.0584831995346,"Baumschatten",17,"Kaninchen","helles blaugrün",281.529680050447,143.275806635998,72.8951137089876
"29",29,34.509841203763,"Baumschatten",12,"Kaninchen","helles blaugrün",312.55473197905,127.845098103473,57.0271855328713
"30",30,36.2236701654869,"Baumschatten",20,"Kaninchen","helles blaugrün",255.870446979987,151.295813632817,67.9659150831595
"31",31,32.0583343390433,"Baumschatten",12,"Kaninchen","helles blaugrün",306.95670283729,128.554224206745,67.1498250531246
"32",32,34.5244585831991,"Baumschatten",17,"Kaninchen","helles blaugrün",276.732246113623,142.840599498999,54.0568288407638
"33",33,34.7122971862155,"Baumschatten",16,"Kaninchen","helles blaugrün",288.162044084176,139.782505589524,68.4432779671615
"34",34,32.9910309547531,"Baumschatten",16,"Ratte","helles blaugrün",287.795677099677,140.295055574567,63.099664237523
"35",35,32.4017858063769,"Baumschatten",19,"Ratte","helles blaugrün",259.790545935248,149.460307093522,66.5826768553656
"36",36,32.0238659724015,"Baumschatten",17,"Ratte","helles blaugrün",278.035473885578,143.563551915567,36.5115764263262
"37",37,35.1058097877663,"Baumschatten",18,"Ratte","helles blaugrün",266.09478212739,145.65908594902,41.4171324434616
"38",38,32.4545752544799,"Baumschatten",14,"Ratte","helles blaugrün",303.346220663665,134.445714891326,32.4236528032222
"39",39,35.0226172009119,"Baumschatten",24,"Ratte","helles blaugrün",209.141266253129,163.685371745179,42.3512095295259
"40",40,32.2071746100971,"Baumschatten",12,"Ratte","helles blaugrün",304.941068586799,128.513740945381,37.1061554114079
"41",41,36.3264849997898,"Baumschatten",19,"Ratte","helles blaugrün",259.556183026144,148.261460506656,36.9400170098372
"42",42,35.2248241003024,"Baumschatten",18,"Ratte","helles blaugrün",266.924070114461,145.621301314334,36.0057811701279
"43",43,32.848718513162,"Baumschatten",14,"Ratte","helles blaugrün",308.747602958627,134.335443578087,34.8151496608982
"44",44,33.0708072419663,"Baumschatten",14,"Ratte","helles blaugrün",299.66281617691,134.272282333548,40.7000487962161
"45",45,32.3217223159936,"Baumschatten",15,"Ratte","helles blaugrün",292.754392863185,137.482358685317,37.4759436687043
"46",46,36.9209409232045,"Baumschatten",19,"Maus","helles blaugrün",260.045297320243,148.059728503962,45.8260658781997
"47",47,31.6128931530035,"Baumschatten",15,"Maus","helles blaugrün",287.662666551682,137.673394960857,37.145530203902
"48",48,29.0968206985963,"Baumschatten",12,"Maus","weißgrün",312.155875475269,129.290645035958,31.5957578425545
"49",49,31.5279318019923,"Baumschatten",14,"Maus","weißgrün",299.053034764841,134.695787050585,37.054163919477
"50",50,34.8150031684875,"Baumschatten",16,"Maus","weißgrün",282.346011738757,139.750517323219,36.1109309936836
"51",51,52.9374253988387,"Baumschatten",29,"Kaninchen","weißgrün",138.709164187607,170.629076774824,59.0563200716288
"52",52,53.9859264788569,"Baumschatten",28,"Kaninchen","weißgrün",164.61259427488,167.008442627206,61.1136175427373
"53",53,54.6934057995557,"Baumschatten",35,"Kaninchen","weißgrün",39.6178048552047,187.580350433245,64.0201312788445
"54",54,54.906521860944,"feuchter Keller",31,"Kaninchen","weißgrün",108.905713462301,175.449923519301,59.4286583977649
"55",55,55.9136858749319,"feuchter Keller",29,"Kaninchen","weißgrün",146.00609759034,168.824322022831,60.4695472926659
"56",56,55.1975330989516,"feuchter Keller",25,"Kaninchen","weißgrün",196.78596901159,157.270724499206,57.9756310203024
"57",57,55.9666152183551,"feuchter Keller",29,"Kaninchen","weißgrün",145.165126566144,168.791024053359,55.921364855058
"58",58,57.245688032588,"feuchter Keller",27,"Kaninchen","weißgrün",174.499000277819,161.973578499411,61.7692856528471
"59",59,53.3509733059604,"feuchter Keller",26,"Kaninchen","weißgrün",182.277142478695,161.386256749052,57.4971004160574
"60",60,55.7433774650001,"feuchter Keller",30,"Kaninchen","weißgrün",122.93511782793,171.931178283609,53.5762834856886
"61",61,56.5038036369734,"feuchter Keller",29,"Kaninchen","weißgrün",136.884631638333,168.450700072922,59.4444854469675
"62",62,53.6285209197234,"feuchter Keller",26,"Kaninchen","weißgrün",179.741979145927,161.221852472863,60.7852511559791
"63",63,55.5362710267129,"feuchter Keller",31,"Kaninchen","weißgrün",116.251460782078,175.060536418966,57.7139692428608
"64",64,51.3857119428918,"feuchter Keller",27,"Kaninchen","weißgrün",170.921069328714,165.517314068923,56.4161129096429
"65",65,56.2305356479313,"feuchter Keller",24,"Kaninchen","weißgrün",210.715524035932,153.624363941666,58.8933298872081
"66",66,53.1963117616905,"feuchter Keller",22,"Kaninchen","weißgrün",231.725313764696,149.477368582103,59.4461991570541
"67",67,53.1379020173174,"feuchter Keller",27,"Kaninchen","weißgrün",172.018979467808,164.511684692621,59.7131926405373
"68",68,57.0133415080062,"feuchter Keller",27,"Kaninchen","weißgrün",169.032424600257,162.123893392367,69.4290268321621
"69",69,54.5315029436376,"feuchter Keller",24,"Ratte","weißgrün",203.218703436092,154.678979518474,55.9950109958961
"70",70,57.1245215612759,"feuchter Keller",28,"Ratte","weißgrün",149.351698421047,165.052067300833,59.725880200949
"71",71,56.865506815152,"feuchter Keller",30,"Ratte","weißgrün",123.778101297403,171.219112441101,64.4241398448481
"72",72,54.4042024328566,"feuchter Keller",26,"Ratte","weißgrün",177.569883118526,160.756253193236,55.6290619842033
"73",73,56.6329392951272,"feuchter Keller",33,"Ratte","weißgrün",81.0629675193429,180.368243652935,57.3546709214175
"74",74,52.6730078747673,"feuchter Keller",22,"Ratte","weißgrün",224.716090863555,149.782988464386,58.9511868870203
"75",75,52.8501885413148,"feuchter Keller",24,"Ratte","weißgrün",202.34054603008,155.679971377282,62.8484198744953
"76",76,43.8259548290043,"feuchter Keller",22,"Ratte","weißgrün",232.75915855805,154.328093139036,46.2431538409776
"77",77,40.0257839811181,"feuchter Keller",20,"Ratte","weißgrün",252.310932991334,149.919939261261,47.804244570779
"78",78,40.679490463585,"feuchter Keller",18,"Ratte","weißgrün",273.134741421686,143.661535914526,44.6117735817356
"79",79,40.691521909381,"Eisfach",16,"Ratte","weißgrün",284.399740177085,137.656719936208,48.4920488744971
"80",80,42.3163407849123,"Eisfach",23,"Ratte","weißgrün",219.362020161408,157.986386334145,50.4143968540834
"81",81,42.2891603385193,"Eisfach",21,"Ratte","weißgrün",238.985307447144,151.997925555062,50.6690482657132
"82",82,39.9590585581865,"Eisfach",23,"Ratte","weißgrün",220.523029103744,158.945954590795,49.5979118328328
"83",83,43.520468082091,"Eisfach",22,"Ratte","weißgrün",226.397121173238,154.464064731607,46.1829642990196
"84",84,43.8141426297337,"Eisfach",23,"Ratte","weißgrün",224.991349271896,157.333376744404,49.4938843656835
"85",85,43.3349344267868,"Eisfach",21,"Ratte","weißgrün",238.193043744853,151.545962166321,49.5685998525207
"86",86,40.0426107244615,"Eisfach",20,"Maus","weißgrün",259.890721829016,149.913368199906,44.5882327955539
"87",87,42.3545885568408,"Eisfach",24,"Maus","weißgrün",211.224669264934,160.970129808292,48.8176058369892
"88",88,43.5912227258232,"Eisfach",24,"Maus","weißgrün",200.580308131828,160.43269653193,44.2740216603488
"89",89,39.5200478810069,"Eisfach",17,"Maus","weißgrün",281.224139966425,141.115453671133,48.6062163548888
"90",90,42.6387324690872,"Eisfach",20,"Maus","weißgrün",245.853692660839,148.84867251923,47.4987979711685
"91",91,40.114036679846,"Eisfach",19,"Kaninchen","weißgrün",261.316518188965,146.885428162127,43.9424934630014
"92",92,41.5231354095988,"Eisfach",20,"Kaninchen","helles giftgrün",245.899092428183,149.318577629187,48.6397130496398
"93",93,43.8220363279594,"Eisfach",19,"Kaninchen","helles giftgrün",260.854727880423,145.329846119404,48.9650994221696
"94",94,46.2842831370719,"Eisfach",20,"Kaninchen","helles giftgrün",251.53185055853,147.18293796744,45.7319828315796
"95",95,39.2052811066365,"Eisfach",19,"Kaninchen","helles giftgrün",265.99385145578,147.235203532516,47.0268321819397
"96",96,39.7739787407744,"Eisfach",17,"Kaninchen","helles giftgrün",276.196378429725,141.017765149026,46.0227371591833
"97",97,41.7974974512871,"Eisfach",21,"Kaninchen","helles blaugrün",236.781516549881,152.204743515843,49.7874318356373
"98",98,42.999376531919,"Eisfach",22,"Kaninchen","helles blaugrün",227.310786293714,154.6927712057,50.3890369086747
"99",99,42.1889976134365,"Eisfach",21,"Kaninchen","helles blaugrün",243.342017429442,152.040353101623,51.0260859637021
"100",100,38.4023324502506,"Eisfach",24,"Kaninchen","helles blaugrün",206.613830553899,162.533946282406,44.8578215032354
